Authors;Title;Price;Cover;Pages;Publisher
Ливермор Дж.;Торговля акциями. Классическая формула тайминга, управления капиталом и эмоциями;350;Hardcover;304;RUSSIAN
Лимончелли Т.;Тайм-менеджмент для системных администраторов;190;Paperback;240;RUSSIAN
Линдгрен А.;Карлсон вернулся;90;Hardcover;120;RUSSIAN
Линдгрен А.;Малыш и Карлсон;98;Hardcover;174;RUSSIAN
Логунова О.С.;Человеко-машинное взаимодействие: теория и практика;160;Hardcover;285;RUSSIAN
Луптон Э.;Графический дизайн от идеи до воплощения;600;Hardcover;184;RUSSIAN
Лутц М.;Изучаем Python;500;Paperback;848;RUSSIAN
Любавин С.;Программирование игр для сотовых телефонов на J2ME;300;Paperback;304;RUSSIAN
Макконнелл С.;Сколько стоит программный проект;300;Paperback;297;RUSSIAN
Макконнелл С.;Профессиональная разработка программного обеспечения;300;Paperback;240;RUSSIAN
Макконнелл С.;Совершенный код;800;Hardcover;896;RUSSIAN
Макэвой С.;Программирование на платформе Microsoft Windows Media;265;Paperback;416;RUSSIAN
Мао В.;Современная криптография: теория и практика;749;Hardcover;768;RUSSIAN
Мараско Дж.;IT-проекты: фронтовые очерки;544;Paperback;384;RUSSIAN
Марманис Х., Бабенко Д.;Алгоритмы интеллектуального Интернета. Передовые методики сбора,анализа и обработки данных;600;Paperback;480;RUSSIAN
Мартин Р.;Чистый код: создание, анализ и рефакторинг;300;Paperback;464;RUSSIAN
Маэда Дж.;Законы простоты: Дизайн. Технологии. Бизнес. Жизнь;300;Paperback;119;RUSSIAN
Мейер Э.;CSS - каскадные таблицы стилей. Подробное руководство;500;Paperback;576;RUSSIAN
Мейнджер Д.;JavaScript: основы программирования;45;Paperback;512;RUSSIAN
Мескон М., Альберт М., Хедоури Ф.;Основы менеджмента;669;Hardcover;672;RUSSIAN
Мешков А., Тихомиров Ю.;Visual C++ и MFC. Программирование для Windows NT и Windows 95: в трех томах. Том 2;40;Paperback;464;RUSSIAN
Мешков А., Тихомиров Ю.;Visual C++ и MFC. Программирование для Windows NT и Windows 95: в трех томах. Том 3;40;Paperback;464;RUSSIAN
Мешков А., Тихомиров Ю.;Visual C++ и MFC. Программирование для Windows NT и Windows 95: в трех томах. Том 1;40;Paperback;464;RUSSIAN
Милн А., Заходер Б.;Винни Пух и все, все, все;217;Hardcover;381;RUSSIAN
Мильчин А.Э.;Справочник издателя и автора;2000;Hardcover;1084;RUSSIAN
Мищенко А.С.,Фоменко А.Т.;Краткий курс дифференциальной геометрии и топологии;287;Hardcover;304;RUSSIAN
Морвиль П., Розенфельд Л.;Информационная архитектура в Интернете;300;Paperback;608;RUSSIAN
Морган С., Райан Б., Хорн Ш., Бломсма М.;Разработка распределенных приложений на платформе Microsoft .NET Framework;863;Hardcover;608;RUSSIAN
Мэрфи Дж. Дж.;Технический анализ фьючерсных рынков: теория и практика;1054;Hardcover;592;RUSSIAN
Мюссер Д., Дердж Ж., Сейни А.;C++ и STL: справочное руководство;500;Hardcover;432;RUSSIAN
Негус К., Каэн Ф.;Ubintu и Debian Linux для продвинутых: более 1000 незаменимых команд;305;Paperback;352;RUSSIAN
Нильсен Я.;Веб-дизайн: книга Якоба Нильсена;200;Paperback;512;RUSSIAN
Нисон С.;Японские свечи: графический анализ финансовых рынков;1165;Hardcover;347;RUSSIAN
Нортроп Т., Уилдермьюс Ш., Райан Б.;Основы разработки приложений на платформе Microsoft .NET Framework;800;Hardcover;864;RUSSIAN
Нотон П., Шилдт Г.;Полный справочник по Java;700;Paperback;592;RUSSIAN
Ньюкомер Э.;Веб-сервисы. Для профессионалов;247;Hardcover;256;RUSSIAN
О`Брайен Т., Подж С., Уайт Дж.;Microsoft Access 97: разработка приложений;133;Paperback;640;RUSSIAN
Ожегов С. И.;Толковый словарь русского языка;700;Hardcover;736;RUSSIAN
О'Коннор Дж.;Искусство системного мышления: Необходимые знания о системах и творческом подходе к решению проблем;300;Paperback;254;RUSSIAN
Олейник О.А.;Лекции об уравнениях с частными производными;244;Hardcover;260;RUSSIAN
Они У.;Использование Microsoft Windows Driver Model;300;Hardcover;764;RUSSIAN
Оппенгейм А., Шафер Р.;Цифровая обработка сигналов;827;Hardcover;856;RUSSIAN
Оуэн Г.;Теория игр;225;Paperback;216;RUSSIAN
Парабеллум А., Мрочковский Н., Калаев В.;Социальные сети. Источники новых клиентов для бизнеса;300;Hardcover;176;RUSSIAN
Паркер Т.;TCP/IP. Освой самостоятельно;450;Paperback;448;RUSSIAN
Паркинсон С.Н.;Законы Паркинсона;249;Hardcover;464;RUSSIAN
Паттерсон Д., Хеннесси Дж.;Архитектура компьютера и проектирование компьютерных систем. Классика Computer Science;1000;Hardcover;784;RUSSIAN
Паттисон Т., Ларсон Д.;Внутреннее устройство Microsoft Windows SharePoint Services 3.0;900;Hardcover;448;RUSSIAN
Паундстоун У.;Как сдвинуть гору Фудзи? Подходы ведущих мировых компаний к поиску талантов;250;Paperback;272;RUSSIAN
Петрусос Е.;Visual Basic .NET;508;Paperback;928;RUSSIAN
Петцольд Ч.;Код;150;Hardcover;512;RUSSIAN
Петцольд Ч.;Microsoft Windows Presentation Foundation;900;Hardcover;944;RUSSIAN
Платт Д.;Софт - отстой! И что с этим делать?;312;Paperback;248;RUSSIAN
Пог Д.;Mac OS X Snow Leopard. Основное руководство;720;Paperback;896;RUSSIAN
Подчукаев В.А.;Теория автоматического управления (аналитические методы);393;Hardcover;392;RUSSIAN
Подшибякин А.;По живому. 1999-2009: LiveJournal в России;200;Paperback;224;RUSSIAN
Полунов Ю.Л.;От абака до компьютера: судьбы людей и машин. В двух томах. Том 1;681;Hardcover;480;RUSSIAN
Полунов Ю.Л.;От абака до компьютера: судьбы людей и машин. В двух томах. Том 2;766;Hardcover;544;RUSSIAN
Попов А.А.;FoxPro 2.5/2.6;57;Paperback;660;RUSSIAN
Раскин Джеф;Интерфейс: новые направления в проектировании компьютерных систем;200;Paperback;272;RUSSIAN
Ратковски Н.;Профессия - иллюстратор. Учимся мыслить творчески;1000;Hardcover;328;RUSSIAN
Реан А.А., Бордовская Н.В., Ротум С.И.;Психология и педагогика;290;Hardcover;432;RUSSIAN
Реймонд Эрик;Искусство программирования для Unix;300;Paperback;544;RUSSIAN
Рейнвотер Дж.;Как пасти котов. Наставление для программистов, руководящих другими программистами;400;Paperback;256;RUSSIAN
Рихтер Дж.;Программирование на платформе Microsoft .NET Framework;404;Hardcover;512;RUSSIAN
Рихтер Дж.;CLR via C#. Программирование на платформе Microsoft .NET Framework 2.0 на языке C#;700;Hardcover;656;RUSSIAN
Рихтер Дж.;CLR via C#. Программирование на платформе Microsoft .NET Framework 4.0 на языке C#;1500;Hardcover;928;RUSSIAN
Рихтер Дж., Назар К.;Windows via C/C++. Программирование на языке Visual C++;1200;Hardcover;896;RUSSIAN
Робачевский А.М.;Операционная система UNIX;35;Paperback;528;RUSSIAN
Роббинс Дж.;Отладка приложений для Microsoft .NET. Мастер-класс;300;Hardcover;512;RUSSIAN
Рост Р. Дж.;OpenGL. Трехмерная графика и язык программирования шейдеров;200;Hardcover;428;RUSSIAN
Руссинович М., Соломон Д.;Внутреннее устройство Microsoft Windows: Windows Server 2003, Windows XP и Windows 2000;800;Hardcover;992;RUSSIAN
Руссинович М., Соломон Д.;Внутреннее устройство Microsoft Windows;1000;Hardcover;800;RUSSIAN
Саати Томас Л.;Элементы теории массового обслуживания и ее приложения;419;Paperback;520;RUSSIAN
Садовничий В.А.;Теория операторов;204;Hardcover;384;RUSSIAN
Салмре И.;Программирование мобильных устройств на платформе .NET Compact Framework;749;Hardcover;736;RUSSIAN
Саттон М., Грин А., Амини П.;Fuzzing: исследование уязвимостей методом грубой силы;500;Paperback;560;RUSSIAN
Сачков В..Н.;Введение в комбинаторные методы дискретной математики;245;Hardcover;424;RUSSIAN
Сачков В.Н.;Введение в комбинаторные методы дискретной математики;267;Hardcover;424;RUSSIAN
Свешников А.Г., Боголюбов А.Н., Кравцов В.В.;Лекции по математической физике: Учеб. Пособие;244;Hardcover;416;RUSSIAN
Свешников А.Г., Тихонов А.Н.;Теория функций комплексной переменной;244;Hardcover;336;RUSSIAN
Сейбел П.;Кодеры за работой. Размышления о ремесле программиста;300;Paperback;544;RUSSIAN
Сераган Т.;Программируем коллективный разум;300;Paperback;368;RUSSIAN
Сергеев А.П.;HTML и XML;321;Paperback;880;RUSSIAN
Сигалов А.;Желтые страницы Internet'98. Компьютеры и телекоммуникации;61;Paperback;576;RUSSIAN
Синк Э.;Бизнес для программистов. Как начать свое дело;200;Paperback;256;RUSSIAN
Скотт В., Нейл Т.;Проектирование веб-интерфейсов;500;Paperback;352;RUSSIAN
Соколов В.;Китайская каллиграфия;338;Hardcover;240;RUSSIAN
Соломон К.;Microsoft Office 97: разработка приложений;85;Paperback;560;RUSSIAN
Солсо Р.Л.;Когнитивная психология;500;Hardcover;600;RUSSIAN
Сорокина Е., Федотченко Ю., Чабаненко К.;В социальных сетях. Twitter - 140 символов самовыражения;300;Paperback;144;RUSSIAN
Спинеллс Д., Гусиос Г.;Идеальная архитектура. Ведущие специалисты о красоте программных архитектур;433;Paperback;528;RUSSIAN
Спольски Дж.;Руководство Джоэла Спольски по подбору программистов и управлению ими;153;Paperback;144;RUSSIAN
Спольски Дж.;Джоэл: и снова о программировании;200;Paperback;320;RUSSIAN
Спольски Дж.;Джоэл о программировании;200;Paperback;352;RUSSIAN
Стеллман Э., Грин Дж.;Идеальные команды. Вдохновляющие и предостерегающие рассказы ветеранов тимбилдинга;433;Paperback;608;RUSSIAN
Стивенсон Р.Л.;Остров Сокровищ;169;Hardcover;288;RUSSIAN
Столлингс В.;Современные компьютерные сети. Классика CS;500;Hardcover;783;RUSSIAN
Столлингс В.;Передача данных. Классика CS;533;Hardcover;750;RUSSIAN
Страуструп Б.;Язык программирования C++;183;Paperback;991;RUSSIAN
Страуструп Б.;Дизайн и эволюция C++. Классика CS;403;Hardcover;448;RUSSIAN
Стругацкий А., Стругацкий Б.;Дьявол среди людей;110;Paperback;269;RUSSIAN
Стругацкий А., Стругацкий Б.;Дни Кракена;146;Paperback;363;RUSSIAN
Стругацкий А., Стругацкий Б.;Экспедиция в преисподнюю. Повесть о дружбе и недружбе;176;Hardcover;427;RUSSIAN
Стругацкий А., Стругацкий Б.;Трудно быть богом. Попытка к бегству. Далекая радуга;176;Hardcover;491;RUSSIAN
Стругацкий А., Стругацкий Б.;"Пикник на обочине. Отель ""У погибшего альпиниста"". Улитка на склоне";176;Hardcover;619;RUSSIAN
Стругацкий А., Стругацкий Б.;Хромая судьба. Пять ложек элексира. Повести, рассказы, пьесы;176;Hardcover;539;RUSSIAN
Стругацкий А., Стругацкий Б.;Град обреченный. Второе нашествие марсиан;176;Hardcover;555;RUSSIAN
Стругацкий А., Стругацкий Б.;Понедельник начинается в субботу. Сказка о тройке (2 экз.);186;Hardcover;605;RUSSIAN
Стругацкий А., Стругацкий Б.;Страна багровых туч. Путь на Амателью. Стажеры;186;Paperback;651;RUSSIAN
Стругацкий А., Стругацкий Б.;Хищные вещи века. Чрезвычайные происшествия. Полдень, XXII век;195;Hardcover;666;RUSSIAN
Стругацкий А., Стругацкий Б.;Отягощенные злом, или Сорок лет спустя. За миллиард лет до конца света. Гадкие лебеди;195;Hardcover;603;RUSSIAN
Стругацкий А., Стругацкий Б.;Обитаемый остров. Малыш;195;Hardcover;537;RUSSIAN
Стругацкий А., Стругацкий Б.;Парень из преисподней. Беспокойство. Жук в муравейнике. Волны гасят ветер;195;Hardcover;571;RUSSIAN
Стругацкий А., Стругацкий Б.;Бессильные мира сего;294;Hardcover;669;RUSSIAN
Стэкер М.А., Стэйн С.Дж., Нортроп Т.;Разработка клиентских приложений на платформе Microsoft .NET Framework;863;Hardcover;624;RUSSIAN
Сухарев А.Г., Тимохов А.В., Федоров В.В.;Курс методов оптимизации;443;Hardcover;368;RUSSIAN
Таненбаум Э.;Архитектура компьютера. Классика CS;417;Hardcover;699;RUSSIAN
Таненбаум Э.;Архитектура компьютера;500;Hardcover;844;RUSSIAN
Таненбаум Э.;Компьютерные сети;567;Hardcover;992;RUSSIAN
Таненбаум Э.;Современные операционные системы;614;Hardcover;1038;RUSSIAN
Таненбаум Э.;Современные операционные системы;1000;Hardcover;1120;RUSSIAN
Таненбаум Э., Вудхалл А.;Операционные системы: разработка и реализация. Классика CS;641;Hardcover;576;RUSSIAN
Таненбаум Э., Вудхалл А.;Операционные системы: Разработка и реализация. Классика CS;1000;Hardcover;704;RUSSIAN
Таненбаум Э., Стеен М. ван;Распределенные системы: принципы и парадигмы. Классика CS;533;Hardcover;877;RUSSIAN
Таненбаум Э., Уэзеролл Д.;Компьютерные сети;1000;Hardcover;960;RUSSIAN
Тихомиров Ю.;Программирование трехмерной графики;35;Paperback;256;RUSSIAN
Тихонов А.Н., Васильева А.Б., Свешников А.Г.;Дифференциальные уравнения: Учеб.: Для вузов;208;Hardcover;256;RUSSIAN
Толкиен Дж.Р.Р.;Властелин колец. Кн. IV-VI;100;Hardcover;400;RUSSIAN
Уайт Т.;Hadoop. Подробное руководство;1000;Paperback;672;RUSSIAN
Уальд О.;Полное собрание прозы и драматургии в одном томе;489;Hardcover;1263;RUSSIAN
Уолнам К.;Секреты программирования игр для Windows 95;380;Paperback;576;RUSSIAN
Успенский Э.Н.;Все простоквашено;518;Hardcover;700;RUSSIAN
Устюжанина Е.В., Петров А.Г., Садовничая А.В., Евсюков С.Г.;Корпоративные финансы: учеб. Пособие;849;Hardcover;672;RUSSIAN
Уэллс Э., Харшбаргер С.;Microsoft Excel 97. Библиотека разработчика;122;Paperback;536;RUSSIAN
Фарсинг С.;Искусство. Всемирная история;2000;Hardcover;576;RUSSIAN
Фаулер М.;Шаблоны корпоративных приложений;300;Hardcover;544;RUSSIAN
Фаулер М.;Рефакторинг: улучшение существующего кода;905;Hardcover;432;RUSSIAN
Фаулер М.;Предметно-ориентированные языки програмирования;1000;Hardcover;576;RUSSIAN
Фединский Ю. И.;Словарь-справочник по информационным технологиям: правовое обеспечение;300;Hardcover;912;RUSSIAN
Федорчук В.В., Филиппов В.В.;Общая топология. Основные конструкции;289;Hardcover;336;RUSSIAN
Фейнман Р.;Дюжина лекций: шесть попроще и шесть посложнее;339;Hardcover;318;RUSSIAN
Фернандес Д., Пик Б.;Coding4fun: программируем для удовольствия;500;Paperback;480;RUSSIAN
Филатов Л. А.;Поэзия / Леонид Филатов;439;Hardcover;544;RUSSIAN
Форд Н.;Продуктивный программист. Как сделать сложное простым, а невозможное - возможным;320;Paperback;256;RUSSIAN
Форд Н., Найгард М., де Ора Б.;97 этюдов для архитекторов программных систем;200;Paperback;224;RUSSIAN
Фостер Джеймс К., Лю Винсент;Разработка средств безопасности и эксплоитов;400;Paperback;432;RUSSIAN
Фоулер Ч.;Rails. Сборник рецептов;500;Hardcover;256;RUSSIAN
Фрай М.;Обжора-хохотун. История, рассказанная сэром Мелифаро;200;Hardcover;351;RUSSIAN
Фрай М.;Власть несбывшегося;229;Hardcover;350;RUSSIAN
Фрай М.;Наваждения;245;Hardcover;383;RUSSIAN
Фрай М.;Мой Рагнарек;245;Hardcover;415;RUSSIAN
Фрай М.;Гнезда Химер: Хроники Хугайды;250;Hardcover;559;RUSSIAN
Фрай М.;Темная сторона;259;Hardcover;367;RUSSIAN
Фрай М.;Волонтеры вечности;279;Hardcover;606;RUSSIAN
Фрай М.;Болтливый мертвец;289;Hardcover;590;RUSSIAN
Фрай М.;Лабиринт Мёнина;289;Hardcover;398;RUSSIAN
Фрай М.;Простые волшебные вещи;289;Hardcover;350;RUSSIAN
Фрай М.;Чуб Земли. Туланский детектив;300;Hardcover;383;RUSSIAN
Фрай М.;Властелин Морморы;300;Hardcover;316;RUSSIAN
Фрай М.;Неуловимый Хабба Хэн;300;Hardcover;318;RUSSIAN
Фрай М.;Ворона на мосту. История, рассказанная сэром Шурфом Лонли-Локли;300;Hardcover;334;RUSSIAN
Фрай М.;Чужак;317;Hardcover;639;RUSSIAN
Франк Я.;Дневник дизайнера-маньяка;500;Hardcover;264;RUSSIAN
Франк Я.;Тайные знания коммерческих иллюстраторов;1000;Hardcover;212;RUSSIAN
Фролов А.В., Фролов Г.В.;Мультимедиа для Windows. Руководство для программиста;180;Paperback;284;RUSSIAN
Фролов А.В., Фролов Г.В.;Разработка приложений для Internet. Microsoft Visual C++ и MFC;260;Paperback;286;RUSSIAN
Фултон Х.;Программирование на языке Ruby;431;Paperback;688;RUSSIAN
Хаггарти Р.;Дискретная математика для программистов;500;Hardcover;400;RUSSIAN
Хаммел Р.Л.;Последовательная передача данных;47;Hardcover;752;RUSSIAN
Хашими С., Коматинени С., Маклин Д.;Разработка приложений для Android;500;Paperback;736;RUSSIAN
Хейлсберг А., Торгерсен М., Вилтамут С., Голд П.;Язык программирования C#. Классика Computer Science;1000;Hardcover;784;RUSSIAN
Хелд Г.;Технологии передачи данных. Классика CS;600;Hardcover;720;RUSSIAN
Хемингуэй Э.;Избранные произведения в двух томах. Том 2;230;Hardcover;654;RUSSIAN
Хемингуэй Э.;Избранные произведения в двух томах. Том 1;230;Hardcover;495;RUSSIAN
Хилайер С., Мизик Д.;Программирование Active Server Pages;125;Paperback;320;RUSSIAN
Хинчин А.Я.;Избранные труды по теории чисел;245;Hardcover;260;RUSSIAN
Ховард М., Лебланк Д.;Защищенный код для Windows Vista;350;Hardcover;224;RUSSIAN
Ховард М., Лебланк Д.;Защищенный код;561;Hardcover;704;RUSSIAN
Хокинс Дж., Блейксли С.;Об интеллекте;240;Hardcover;240;RUSSIAN
Хонейкатт Д.;Реестр Microsoft Windows XP. Справочник профессионала;337;Hardcover;656;RUSSIAN
Хрипач Г. Н.;Бодибилдинг: Современных подход;300;Hardcover;160;RUSSIAN
Хэрри М., Шредер Р.;6 SIGMA;100;Hardcover;464;RUSSIAN
Чекко Р.;Графика на JavaScript;500;Paperback;272;RUSSIAN
Чихольд Я.;Облик книги. Избранные статьи о книжном оформлении и типографике;1000;Hardcover;228;RUSSIAN
Шабат Б.В.;"Введение в комплексный анализ. Функции одного переменного; Учебник: В 2-х ч. Ч. 1";281;Hardcover;336;RUSSIAN
Шабат Б.В.;"Введение в комплексный анализ. Функции нескольких переменных; Учебник: В 2-х ч. Ч. 2";281;Hardcover;464;RUSSIAN
Шампандар А. Дж.;Искусственный интеллект в компьютерных играх;661;Hardcover;768;RUSSIAN
Шантепи де ля Соссей Д.П.;Иллюстрированная история религий;435;Hardcover;592;RUSSIAN
Шапорев С.Д.;Математическая логика. Курс лекций и практических занятий;203;Hardcover;416;RUSSIAN
Шапорев С.Д.;Дискретная математика. Курс лекций и практических занятий;203;Hardcover;400;RUSSIAN
Шафаревич И.Р., Ремизов А.О.;Линейная алгебра и геометрия;1109;Hardcover;512;RUSSIAN
Шахиджанян В.В.;КомпьюЕрики шутят, или 1001 возможность улыбнуться, посмеяться, удивиться;174;Hardcover;460;RUSSIAN
Швагер Д.;Технический анализ. Полный курс;850;Hardcover;804;RUSSIAN
Шидловский А.Б.;Диофантовы приближения и трансцендентные числа;333;Hardcover;272;RUSSIAN
Шикин Е.В., Плис А.И.;Кривые и поверхности на экране компьютера. Руководство по сплайнам для пользователей;150;Paperback;240;RUSSIAN
Шилдт Г.;C# 4.0: полное руководство;500;Hardcover;1056;RUSSIAN
Шилдт Г.;C# 2.0;701;Paperback;976;RUSSIAN
Ширяев А.Н.;Вероятность. В 2-х кн. Кн. 1;264;Hardcover;520;RUSSIAN
Ширяев А.Н.;Вероятность. В 2-х кн. Кн. 2;264;Hardcover;408;RUSSIAN
Шнайер Б.;Секреты и ложь. Безопасность данных в цифровом мире. Классика CS;200;Hardcover;368;RUSSIAN
Шрайнер Д.;OpenGL. Официальный справочник;427;Hardcover;512;RUSSIAN
Штайншаден Я.;Социальная сеть. Феномен Facebook;300;Hardcover;224;RUSSIAN
Эйнджел Э.;Интерактивная компьютерная графика. Вводный курс на базе OpenGL;259;Hardcover;592;RUSSIAN
Элсеншитер Р., Велт Т.Дж.;Microsoft Windows XP Professional. Администрирование сетей;412;Hardcover;560;RUSSIAN
Эриксон Дж.;Хакинг: искусство эксплойта;500;Paperback;512;RUSSIAN
Эспозито Д.;Microsoft ASP.NET 2.0. Углубленное изучение;500;Hardcover;592;RUSSIAN
Эспозито Д.;Знакомство с технологией Microsoft ASP.NET 2.0 AJAX;500;Hardcover;320;RUSSIAN
Эспозито Д.;Microsoft ASP.NET 2.0. Базовый курс;500;Hardcover;688;RUSSIAN
Эспозито Д.;Программирование с использованием Microsoft ASP.NET 3.5;1000;Hardcover;1008;RUSSIAN
Юнг Карл Густав;Психика: структура и динамика;258;Hardcover;416;RUSSIAN
Юнг Карл Густав;Психология Demetia praecox;270;Hardcover;400;RUSSIAN
Юнг Карл Густав;Практика психотерапии;270;Hardcover;384;RUSSIAN
Юнг Карл Густав;Mysterium Coniunctionis. Таинство воссоединения;270;Hardcover;576;RUSSIAN
Юнг Карл Густав;Душа и миф. Шесть архетипов;270;Hardcover;400;RUSSIAN
Юнг Карл Густав;Очерки по аналитической психологии;270;Hardcover;528;RUSSIAN
Юнг Карл Густав;Дух в человеке, искусстве и литературе;270;Hardcover;384;RUSSIAN
Юнг Карл Густав;Психологические типы;270;Hardcover;528;RUSSIAN
Яворский Б.М., Пинский А.А.;Основы физики. Том 1. Механика. Молекулярная физика. Электродинамика;264;Hardcover;576;RUSSIAN
Яворский Б.М., Пинский А.А.;Основы физики. Том 2. Колебания и волны. Квантовая физика. Физика ядра и элементарных частиц;264;Hardcover;552;RUSSIAN
Янг М.;Программирование графики в Windows 95: Векторная графика на языке C++;41;Paperback;368;RUSSIAN
;Вопросы кибернетики: моделирование сложных систем и виртуальная реальность;50;Paperback;210;RUSSIAN
;Трудовой кодекс РФ. С изменениями и дополнениями от 30 июня 2006 г.;50;Paperback;208;RUSSIAN
;Функциональные пространства. Дифференциальные операторы. Проблемы математического образования;100;Hardcover;409;RUSSIAN
;Visual Basic 6.0;107;Paperback;992;RUSSIAN
;XML. Шаг за шагом;167;Paperback;384;RUSSIAN
;ЗАЩИТА ИНФОРМАЦИИ: ИНСАЙД №1 (25) январь-февраль 2009 г.;200;Paperback;96;RUSSIAN
;Кибернетический сборник. Новая серия. Вып. 22;300;Hardcover;279;RUSSIAN
;Кибернетический сборник. Вып. 1;300;Hardcover;289;RUSSIAN
;Кибернетический сборник. Вып. 5;300;Hardcover;315;RUSSIAN
;Кибернетический сборник. Вып. 2;300;Hardcover;266;RUSSIAN
;Pocket English Dictionary;352;Hardcover;627;RUSSIAN
;Большая книга по вязанию: спицы;617;Paperback;352;RUSSIAN
;Active Study Dictionary;627;Paperback;869;RUSSIAN
;Pronunciation dictionary;677;Paperback;869;RUSSIAN
;Прикладная информатика №4 (16);700;Paperback;;RUSSIAN
;Прикладная информатика №6 (18);700;Paperback;;RUSSIAN
;Прикладная информатика №6 (12);700;Paperback;144;RUSSIAN
;Прикладная информатика №2(14);700;Paperback;;RUSSIAN
;Прикладная информатика №6;750;Paperback;143;RUSSIAN
;Прикладная информатика №4 (10);750;Paperback;144;RUSSIAN
;Idioms dictionary;819;Paperback;398;RUSSIAN
;Phrasal Verbs dictionary;908;Paperback;608;RUSSIAN
